Token,Item Name,Customer-facing Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Skin by Emely,New Quantity Skin by Emely,Stock Alert Enabled Skin by Emely,Stock Alert Count Skin by Emely
QHLSTBDL6HXGR7D4P3ZF4SXL,Glycolic and Retinol Pads 2oz,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>Glycolic &amp; Retinol Pads are designed to gently and progressively renew the skin to provide brightening, clarifying, and restoring benefits to all skin types in need of perfecting.</p><ul><li>Reduces the appearance of pigmentation spots</li><li>Assists with surface renewal and resurfacing</li><li>Lessens future breakouts</li><li>Assists in anti-wrinkle actions</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Use the Glycolic &amp; Retinol Pads 2 – 3 times per week for pore refinement or acneic skin. For best penetration of this product, use with the Glycolic Cleanser and/or Retinol 2% Exfoliating Scrub/Mask.</li><li>For hyperpigmentation or melasma, use daily morning and evening to spot treat, applying only to pigmented areas. Reduce frequency after pigmentation has lightened.</li><li>Do not rinse; let the product stay on the skin.</li><li>Avoid getting into eyes. Flush completely if contact occurs.</li><li>Always use sunscreen when using this product.</li></ul><p><br/></p>","Exfoliants (KM3YXNYXVWDIBAXWW772GXF5), Exfoliants (755RWOQD2JIY46E6JDU7ZOKG)",Exfoliants (KM3YXNYXVWDIBAXWW772GXF5),,,,,visible,Physical good,,,,Y,N,N,Y,30.00,,N,,N,,N,,,,,,
U437CHRR2YISRRYGVSH2I6SK,Green Tea Citrus Cleanser 2oz,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>The Green Tea Citrus Cleanser is a foamy, gentle cleansing option for environmentally challenged skin. It works well to remove makeup and protects the skin from cellular damage while improving clarity and tone.</p><ul><li>Clarifies and soothes</li><li>Supports skin immune functions</li><li>Maintains healthy cell function</li><li>Provides cellular protection from free radicals</li></ul><p><br/></p><p>Tips for use: This is a great primary cleanser to remove oil, makeup, dirt, and debris.</p><p><br/></p>","Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU), Cleansers (CVZC6M57CY3PFLBKNEXMEGJI)",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,11.00,,N,,,,N,,,,,,
DY6UFXEPQBUY46XWEPNXZIIG,Green Tea Citrus Cleanser 6.5oz,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>The Green Tea Citrus Cleanser is a foamy, gentle cleansing option for environmentally challenged skin. It works well to remove makeup and protects the skin from cellular damage while improving clarity and tone.</p><ul><li>Clarifies and soothes</li><li>Supports skin immune functions</li><li>Maintains healthy cell function</li><li>Provides cellular protection from free radicals</li></ul><p><br/></p><p>Tips for use: This is a great primary cleanser to remove oil, makeup, dirt, and debris.</p>","Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU), Cleansers (CVZC6M57CY3PFLBKNEXMEGJI)",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,29.00,,N,,,,N,,,,,,
VIQ25MQHMPQJJXO7NUCXUPSR,Honey Brightening Cleanser 2oz,,Regular,,"<p>Honey Brightening Cleanser helps to brighten the skin, address hyperpigmentation, strengthen the skin barrier, and enhance cellular turnover. It contains 2.5% mandelic and 2.5% lactic acid, which gently exfoliate the skin, and provides antibacterial, hydrating, and brightening benefits. Black BeeOme™ and Arizona mesquite honey help to restore the skin’s microflora and support the skin barrier. This lathery cleanser will help to address multiple skin concerns without stripping the skin, to clarify and improve skin tone.</p><ul><li>Brightens</li><li>Improves skin texture</li><li>Restores microbiome</li><li>Protects and strengthens the skin barrier</li><li>Enhances cellular turnover</li><li>Boosts hydration</li></ul><p><br/></p>",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,14.00,,N,,,,N,,,,,,
FZD44OC6MG5QPQC43L44Q4BQ,Honey Brightening Cleanser 6.4 oz,,Regular,,"<p>Skin type: </p><ul><li>Normal</li><li>Oily</li><li>Combination</li><li>Hyperpigmentation</li><li>Mild acne</li></ul><p><br/></p><p>Honey Brightening Cleanser helps to brighten the skin, address hyperpigmentation, strengthen the skin barrier, and enhance cellular turnover. It contains 2.5% mandelic and 2.5% lactic acid, which gently exfoliate the skin, and provides antibacterial, hydrating, and brightening benefits. Black BeeOme™ and Arizona mesquite honey help to restore the skin’s microflora and support the skin barrier. This lathery cleanser will help to address multiple skin concerns without stripping the skin, to clarify and improve skin tone.</p><p><br/></p><ul><li>Brightens</li><li>Improves skin texture</li><li>Restores microbiome</li><li>Protects and strengthens the skin barrier</li><li>Enhances cellular turnover</li><li>Boosts hydration</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Use once a day to treat hyperpigmentation and reduce breakouts. Adjust frequency if dryness and/or sensitivity occurs.</li><li>Apply to dampened skin with fingertips in circular, massaging pattern, and rinse with a warm washcloth.</li></ul>",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,39.00,,N,,,,N,,,,,,
EAMQSC2DYOYPD5FDN5EZDKN6,Hydrating Moisturizer 1.7oz,,Regular,,"<p>Skin type: dry/dehydrated</p><p><br/></p><p>A deeply nourishing moisturizer that is excellent for dry skin. Improves the appearance of wrinkles, binds moisture to the skin, soothes, calms, and strengthens capillaries.</p><ul><li>Soothes irritated and chapped skin</li><li>Improves skin hydration to limit visible lines</li><li>Protects from environmental damage</li><li>Improves skin function</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Use a small, pea-sized amount daily morning and evening to hydrate the skin.</li><li>Apply after cleansing and exfoliating/toning the skin.</li></ul><p><br/></p>","Moisturizers (CLILOHJKBUU4ZJZ4OXNRQEUU), Moisturizers (25QTGWUHQDCYAHEXKJP7IH6F)",Moisturizers (CLILOHJKBUU4ZJZ4OXNRQEUU),,,,,visible,Physical good,,,,Y,N,N,Y,32.00,,N,,N,,N,,,,,,
N27CJBFKE4FFIRH7WHCIIM34,Light Aloe Moisturizer 2oz,,Regular,,"<p>Skin type: oily and acneic </p><p><br/></p><p>The Light Aloe Moisturizer normalizes and hydrates skin without leaving a heavy feel or film behind. Antioxidants and skin soothing agents in the moisturizer minimize irritation and environmental damage, resulting in clear, healthy skin.</p><ul><li>Encourages proper moisture levels</li><li>Normalizes water/oil balance</li><li>Soothes and calms</li><li>Improves skin appearance</li></ul><p><br/></p><p>Tips for use: </p><ul><li>Use a small, pea-sized amount daily morning and evening to hydrate the skin.</li><li>Apply after cleansing and exfoliating/toning the skin.</li><li>Avoid contact with eyes. Flush completely if contact occurs.</li></ul><p><br/></p>","Moisturizers (CLILOHJKBUU4ZJZ4OXNRQEUU), Moisturizers (25QTGWUHQDCYAHEXKJP7IH6F)",Moisturizers (CLILOHJKBUU4ZJZ4OXNRQEUU),,,,,visible,Physical good,,,,Y,N,N,Y,22.00,,N,,N,,N,,,,,,
TQGBQXCRE6SMYEI7ZM5PJHYM,Mandelic Brightening Serum 1oz,,Regular,,"<p>Mandelic Brightening Serum helps to reduce pigmentation, exfoliates, and helps reduce pores’ appearance. This dynamic serum contains BioFense and Dendriclear™ to support the skin’s microbiome, reduce sensitivity, and enhance barrier function. Niacinamide provides anti-inflammatory-like support as well as increases cellular energy. Azeloglicina® normalizes sebum and brightens the skin for a more balanced complexion.</p><ul><li>Brightens</li><li>Assists with surface renewal</li><li>Helps to regulate sebum</li><li>Lessens future breakouts</li></ul><p><br/></p>",Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP),Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP),,,,,visible,Physical good,,,,Y,N,N,Y,40.00,,N,,,,N,,,,,,
HQC3FI6DAT2IRIBFWRZVHVB6,Mint Refining Toner 2oz,,Regular,,"<p>Skin type: normal to oily/acneic</p><p><br/></p><p>This toner contains BioFense, a probiotic to normalize skin flora, reduce redness and minimize pores. This probiotic provides anti-microbial support, helps regulate the immune system, and enhances the skin’s barrier. DisaPore20 and lemongrass act as natural astringents to tighten pores for smooth, refreshed skin.</p><ul><li>Probiotic for skin flora</li><li>Helps minimize the appearance of pores</li><li>Normalizes the skin’s moisture content</li></ul><p><br/></p><p>Tips for use: </p><ul><li>Use morning and evening after cleansing.</li><li>Spritz the toner on the skin or apply it with a cotton round.</li></ul><p><br/></p>","Toners (HYBTG3UPYJGE5UJBURP7XEZD), Toners (WBPIFAUSNHTVHISR5PHXWJ6W)",Toners (HYBTG3UPYJGE5UJBURP7XEZD),,,,,visible,Physical good,,,,Y,N,N,Y,15.00,,N,,N,,N,,,,,,
N7VX67SL7PEF3WEGAVVE4M4T,Mint Refining Toner 3.3oz,,Regular,,"This toner contains a probiotic to normalize skin flora, reduce redness and minimize pores. This probiotic provides anti-microbial support, helps regulate the immune system and enhance the skin’s barrier. DisaPore 20 and lemongrass act as natural astringents to tighten pores for smooth, refreshed ski

-Probiotic for skin flora
-Helps minimize the appearance of pores
-Normalizes the skin’s moisture content
-Normal to oily and acneic skin
-Men and/or teen skin

Directions for use: use morning and evening after cleansing the skin. Apply with cotton pad and wipe or spritz clean skin.","Toners (HYBTG3UPYJGE5UJBURP7XEZD), Toners (WBPIFAUSNHTVHISR5PHXWJ6W)",Toners (HYBTG3UPYJGE5UJBURP7XEZD),,,,,visible,Physical good,,,,Y,N,N,Y,24.00,,N,,N,,N,,,,,,
EXNBYH2I4FURGRI4ZIITTLKZ,Peppermint Ageless Lip Treatment,,Regular,,"Hydrate, enhance and soothe.

Ageless Lip Treatment is enriched with ingredients designed to repair and hydrate the lips. Maxi-Lip™ is a biomimetic peptide that enhances collagen synthesis for improved firmness and suppleness, while HydraSynol® plumps and boosts moisture.

Sold individually in either Pomegranate or Peppermint.

Enhance the supple appearance and feel
Antioxidant
Soothes irritated and chapped lips
Perfect addition to a facial treatment","Lip Care (A7OD6WBRNCWLJ55ULDOONAIM), Lip Care (EVINZ5IOQE5QUD6UDZJZIBRN)",Lip Care (A7OD6WBRNCWLJ55ULDOONAIM),,,,,visible,Physical good,,,,Y,N,N,Y,16.00,,N,,N,,N,,,,,,
IJ7DIT4IQHOIQH4WQK52ZNXI,Peptide Eye Serum,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>The Peptide Eye Serum alleviates dark under-eye circles by utilizing the peptides Eyeliss and Haloxyl. Opens the eye zone for a refreshed, youthful appearance. It brightens the appearance of discolorations, reduces the appearance of wrinkles, stimulates circulation, and improves tissue strength while encouraging healthy cellular skin functions.</p><ul><li>Alleviates dark under-eye circles</li><li>Encourages proper moisture levels</li><li>Plumps eye tissue</li><li>Soothes and calms</li><li>Firms and tightens</li><li>Lessens the appearance of wrinkles</li><li>Improves circulation</li></ul><p><br/></p><p>Tips for use: </p><ul><li>Use morning and evening regularly for up to 50% improvement in dark circles.</li><li>To apply, pat lightly on the eye area and allow it to penetrate the skin.</li></ul><p><br/></p>","Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP), Serums (ZP6APGRP6MVEI6P7WSBTNBQI)",Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP),,,,,visible,Physical good,,,,Y,N,N,Y,36.00,,N,,N,,N,,,,,,
OPTKPOXPQS66O5BPLPNH4YTN,Peptide Restoration Moisturizer 1.7oz,,Regular,,"<p>Skin type: normal to dry/mature skin</p><p><br/></p><p>This superior anti-aging moisturizer is where luxury meets science. This unique formulation contains ReproAge™, ChroNOline, and rH oligopeptide-1 (EGF) to accelerate the growth of epidermal cells, activate skin repair, and reduce wrinkle depth. It is a medium-weight moisturizer that stimulates fibroblast production and nourishes the skin with alpha lipoic acid, squalane, and shea butter.</p><ul><li>Anti-aging properties</li><li>Accelerates growth of epidermal cells</li><li>Improves texture</li><li>Antioxidant</li></ul><p><br/></p><p>Tips for use: </p><ul><li>Use a small, pea-sized amount daily morning and evening to hydrate the skin.</li><li>Apply after cleansing and exfoliating/toning the skin.</li><li>Avoid contact with eyes. Flush completely if contact occurs.</li></ul><p><br/></p>","Moisturizers (CLILOHJKBUU4ZJZ4OXNRQEUU), Moisturizers (25QTGWUHQDCYAHEXKJP7IH6F)",Moisturizers (CLILOHJKBUU4ZJZ4OXNRQEUU),,,,,visible,Physical good,,,,Y,N,N,Y,55.00,,N,,,,N,,,,,,
VNPXYFH4UV4ZZCETTZ3CKNCJ,Pomegranate Ageless Lip Treatment,,Regular,,"Hydrate, enhance and soothe.

Ageless Lip Treatment is enriched with ingredients designed to repair and hydrate the lips. Maxi-Lip™ is a biomimetic peptide that enhances collagen synthesis for improved firmness and suppleness, while HydraSynol® plumps and boosts moisture.

Sold individually in either Pomegranate or Peppermint.

Enhance the supple appearance and feel
Antioxidant
Soothes irritated and chapped lips
Perfect addition to a facial treatment","Lip Care (A7OD6WBRNCWLJ55ULDOONAIM), Lip Care (EVINZ5IOQE5QUD6UDZJZIBRN)",Lip Care (A7OD6WBRNCWLJ55ULDOONAIM),,,,,visible,Physical good,,,,Y,N,N,Y,16.00,,N,,N,,N,,,,,,
CJJG4LERLOQ4QJU6LSSUYIDD,Pomegranate Antioxidant Cleanser 2oz,,Regular,,"<p>Skin type: normal to dry, rosacea, sensitive </p><p><br/></p><p>The Pomegranate Antioxidant Cleanser is a moderately rich cream-based cleansing option that is infused with a wide array of antioxidants, nutritional elements, and oils to restore and protect the skin.</p><ul><li>Soothes skin irritation</li><li>Provides calming benefits</li><li>Reduces the appearance of redness</li><li>Assists in boosting hydration levels</li><li>Enhances cellular turnover</li></ul><p><br/></p><p>Tips for use:</p><ul><li>This is a great primary cleanser to remove oil, makeup, dirt, and debris.</li><li>Massage the cleanser into the skin with your fingertips and remove it with a warm, wet washcloth to thoroughly cleanse the skin.</li><li>To remove eye makeup during a facial, put the cleanser on cotton rounds and put the rounds over the eyes. Wait a few minutes and wipe off the eye makeup.</li></ul><p><br/></p>","Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU), Cleansers (CVZC6M57CY3PFLBKNEXMEGJI)",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,12.50,,N,,N,,N,,,,,,
GSC6ZSDVJJZQEHQQJQIXVTDL,Pomegranate Antioxidant Cleanser 6.5oz,,Regular,,"<p>Skin type: normal to dry, rosacea, sensitive</p><p><br/></p><p>The Pomegranate Antioxidant Cleanser is a moderately rich cream-based cleansing option that is infused with a wide array of antioxidants, nutritional elements, and oils to restore and protect the skin.</p><ul><li>Soothes skin irritation</li><li>Provides calming benefits</li><li>Reduces the appearance of redness</li><li>Assists in boosting hydration levels</li><li>Enhances cellular turnover</li></ul><p><br/></p><p>Tips for use:</p><ul><li>This is a great primary cleanser to remove oil, makeup, dirt, and debris.</li><li>Massage the cleanser into the skin with your fingertips and remove it with a warm, wet washcloth to thoroughly cleanse the skin.</li><li>To remove eye makeup during a facial, put the cleanser on cotton rounds and put the rounds over the eyes. Wait a few minutes and wipe off the eye makeup.</li></ul><p><br/></p>","Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU), Cleansers (CVZC6M57CY3PFLBKNEXMEGJI)",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,32.00,,N,,N,,N,,,,,,
LZ4IP6KJTRY45Z6SAINXSF54,Raspberry Refining Cleanser 2oz,,Regular,,"<p>Skin type: oily and acneic </p><p><br/></p><p>The Raspberry Refining Cleanser is a unique foamy cleanser that rebalances and improves skin texture while its active ingredients purify and restore vitality to the skin.</p><ul><li>Resurfacing</li><li>Clarifies and exfoliates</li><li>Reduces oil and debris</li><li>Lessens future breakouts</li><li>Improves skin function</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Use daily morning and night to thoroughly cleanse the skin and treat breakouts and skin impurities. It is also an excellent cleanser to maintain healthy clear skin.</li><li>Adjust frequency if dryness and/or sensitivity occurs.</li><li>Apply with fingertips in a circular, massaging pattern, and rinse with a warm washcloth.</li><li>The Raspberry Refining Cleanser is not designed to be a primary cleanser or a makeup remover and should not be used over the eyes.</li><li>Avoid contact with eyes. Flush completely if contact occurs.</li><li>Always use sunscreen when using this product.</li></ul><p><br/></p>","Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU), Cleansers (CVZC6M57CY3PFLBKNEXMEGJI)",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,11.00,,N,,,,N,,,,,,
32RGZLVE2GWMUPGEAQ4QVVD5,Raspberry Refining Cleanser 6.5oz,,Regular,,"<p>Skin type: oily and acneic </p><p><br/></p><p>The Raspberry Refining Cleanser is a unique foamy cleanser that rebalances and improves skin texture while its active ingredients purify and restore vitality to the skin.</p><ul><li>Resurfacing</li><li>Clarifies and exfoliates</li><li>Reduces oil and debris</li><li>Lessens future breakouts</li><li>Improves skin function</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Use daily morning and night to thoroughly cleanse the skin and treat breakouts and skin impurities. It is also an excellent cleanser to maintain healthy clear skin.</li><li>Adjust frequency if dryness and/or sensitivity occurs.</li><li>Apply with fingertips in a circular, massaging pattern, and rinse with a warm washcloth.</li><li>The Raspberry Refining Cleanser is not designed to be a primary cleanser or a makeup remover and should not be used over the eyes.</li><li>Avoid contact with eyes. Flush completely if contact occurs.</li><li>Always use sunscreen when using this product.</li></ul><p><br/></p>","Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU), Cleansers (CVZC6M57CY3PFLBKNEXMEGJI)",Cleansers (PPHB3RRMRKUIHJOTFZQOSYQU),,,,,visible,Physical good,,,,Y,N,N,Y,29.00,,N,,,,N,,,,,,
B3WKWKXGRI5CZ7TVVKLLLDJX,Raspberry Refining Scrub 4oz,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>The Raspberry Refining Scrub polishes and energizes the skin with the antioxidants raspberry and marionberry, which brighten skin and soothe skin irritations. Jojoba beads and blue corn meal gently exfoliate to remove surface build-up and provide physical exfoliation while exfoliating and brightening ingredients work in tandem to promote a clear, healthy skin tone.</p><ul><li>Polishes and refines</li><li>Brightens skin</li><li>Provides calming benefits</li></ul><p><br/></p><p>Tips for use: </p><ul><li>Use 2 – 3 times per week in the morning or evening.</li><li>Gently massage into the skin for 2 – 3 minutes.</li><li>Avoid getting into the eyes. Flush completely if contact occurs.</li></ul><p><br/></p>","Exfoliants (KM3YXNYXVWDIBAXWW772GXF5), Exfoliants (755RWOQD2JIY46E6JDU7ZOKG)",Exfoliants (KM3YXNYXVWDIBAXWW772GXF5),,,,,visible,Physical good,,,,Y,N,N,Y,33.00,,N,,N,,N,,,,,,
CT7FXE6CBZ7XOWRSPZBSTXXQ,Retinaldehyde Serum with IconicA 1oz,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>This ultimate anti-aging serum reduces fine lines and wrinkles. It promotes a general overall smoothness and evenness of skin tone.</p><p>IconicA® was developed with the cornerstone and most future-forward Retinoid technology available, the patented stabilized Retinaldehyde. It performs closest to Retinoic Acid pharmaceutical-grade products, without a prescription. It provides actives that brighten and works to help ward off free-radical exposure as a critical anti-oxidant, vastly improving the complexion of the skin.</p><ul><li>Ultimate anti-aging and rejuvenating serum</li><li>Brightens and tones the tissue</li><li>Encourages fibroblast activity and lessens the appearance of wrinkles</li><li>Antioxidant</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Apply in the evening after cleansing and toning. Apply moisturizer on top.</li></ul><p><br/></p>","Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP), Serums (ZP6APGRP6MVEI6P7WSBTNBQI)",Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP),,,,,visible,Physical good,,,,Y,N,N,Y,66.00,,N,,N,,N,,,,,,
4PRYUQQTH4QF2WQAKXHFNN3W,Retinol 2% Exfoliating Scrub/Mask 1.7oz,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>The Retinol 2% Exfoliating Scrub/Mask exfoliates while brightening to promote a clear, healthy skin tone.</p><ul><li>Resurfaces and refines the skin</li><li>Lessens visible aging</li><li>Provides chemical and physical exfoliation</li><li>Enhances cellular turnover</li><li>Brightens skin</li><li>Assists in skin rejuvenation</li></ul><p><br/></p><p>Tips for use:</p><ul><li>For most skin types, use this product with the Glycolic Cleanser 2 – 3 times per week. The Glycolic Cleanser breaks up the dead, keratinized skin, and the Retinol 2% Exfoliating Scrub/Mask polishes off the dead skin. The retinol also starts desquamating the follicle lining so impactions can purge.</li><li>For sensitive skin or rosacea, use this product with the Green Tea Citrus Cleanser 2 – 3 times per week.</li><li>For use as a mask, apply a thin layer and allow the actives to penetrate the skin for 5 – 10 minutes.</li><li>Can be used as an at-home exfoliation mask.</li><li>Add a minimal amount of water and rub gently in circular motions—no rough scrubbing. Then remove completely with water.</li><li>Avoid getting into the eyes. Flush completely if contact occurs.</li></ul><p><br/></p>","Exfoliants (KM3YXNYXVWDIBAXWW772GXF5), Exfoliants (755RWOQD2JIY46E6JDU7ZOKG)",Exfoliants (KM3YXNYXVWDIBAXWW772GXF5),,,,,visible,Physical good,,,,Y,N,N,Y,45.00,,N,,N,,N,,,,,,
TCNMQU5YXRGAG22TH27RWFEN,Revitalizing Cucumber Treatment,,Regular,,"<p>Revitalizing Cucumber Treatment is designed to exfoliate, hydrate, and gently revitalize.</p><p>This treatment delivers immediate results with botanical extracts—including cucumber fruit, aloe vera, green tea, and wakame—that provide vitamins and minerals to support healthy-looking skin.</p><p>Perfect for all skin types, especially sensitive or dehydrated skin and those concerned with skin texture, this enzymatic treatment gently exfoliates the skin, revealing a softer, smoother complexion.</p><p><br/></p><p><br/></p><p><strong><u>Key Points</u></strong></p><ul><li>Defends against free radicals</li><li>Increases hydration</li><li>Improves texture</li></ul><p><br/></p><p><br/></p><p><strong><u>How to Use</u></strong></p><p>Leave on the skin to penetrate for 5-10 minutes.</p><p>Best paired with our Botanical Bloom Hydrating Mask.</p><p>May cause a slight tingling sensation.</p><p><br/></p><p><br/></p><p><strong><u>Key Ingredients</u></strong></p><p><strong>Cucumis Sativus (Cucumber) Fruit Extract</strong> is a soothing anti-inflammatory ingredient packed with vitamins and enzymes making it a potent antioxidant to protect this skin from oxidative stress. It also refreshes and hydrates the skin.</p><p><strong>Papain</strong> is an enzyme derived from papaya that digests keratin protein to help accelerate exfoliation. It is anti-inflammatory and antioxidant, rich in vitamin C, vitamin E and beta-carotene.</p><p><strong>EGCG (Epigallocatechin Gallate)</strong> is a powerful antioxidant (polyphenol) found in green tea to protect skin from cellular damage and neutralize free radicals. They also can inhibit destructive bacteria to manage acne breakouts.</p><p><strong>Undaria Pinnatifida (Wakame) Extract</strong> is a species of seaweed that defends against environmental stress, supports skin regeneration and hydration.</p><p><strong>Aloe Vera Leaf Juice</strong> Improves hydration and is anti-inflammatory; very healing and soothing to the skin.</p><p><strong>L-Alpha Bisabolol</strong> – Increases skin hydration, surface lipid, elasticity and barrier function and decreases transepidermal water loss.</p><p><br/></p><p><br/></p><p><strong><u>Formula Composition</u></strong></p><p><em>Aqua (Water), Polysorbate 20, Propanediol, Glycerin, Carbomer, Glucamine, Papain, Undaria Pinnatifida (Wakame) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Epigallocatechin Gallate, Sodium PCA, Aloe Barbadensis Leaf Juice Powder, Bisabolol (L-alpha), Moringa Oleifera Seed Oil, Algin, Curcuma Longa (Turmeric) Root Extract, Melia Azadirachta (Neem) Flower Extract, Melia Azadirachta (Neem) Leaf Extract, Commiphora Myrrha Oil, Hydroxyethylcellulose, Corallina Officinalis Extract, Coccinia Indica Fruit Extract, Melia Azadirachta Bark Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Ocimum Sanctum Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Hamamelis Virginiana (Witch Hazel) Water, 1,2-Hexanediol, Caprylyl Glycol, O-cymen-5-OL, Ethylhexylglycerin, Citric Acid, Sodium Hydroxide, Alcohol, Trisodium Ethylenediamine Disuccinate, Phenoxyethanol, Fragrance/Parfum</em></p><p><br/></p><p><br/></p>",Masks,Masks,,,,,visible,Physical good,,,,Y,N,N,N,52.00,,N,,N,,N,,,,,,
GKFGRYB2BPCGJMH5Y5L6A3XL,SKINSCRIPT MINIMALIST KIT,,Regular,,"The Minimalist Kit is designed to help absorb oils and toxins from the skin without over-drying. This trio will minimize pores, calm the skin, and seal in water to balance surface lipids.

The Charcoal Clay Cleanser will help absorb oil and toxins from the skin with a gentle foamy cleanse without over-drying the skin.
The Mint Refining Toner will minimize pores and calm the skin.
The Light Aloe Moisturizer, even for oily skin, is needed to seal in water to balance surface lipids.
Each product is a 2 oz size.",,,,,,,visible,Physical good,,,,Y,,,Y,40.50,,N,,,,N,,,,,,
QE4H6YA7EKJII6MYC3EZGGTN,Sheer Protection SPF 30,,Regular,,"<p>Skin type: all skin types</p><p><br/></p><p>The Sheer Protection SPF 30 is a light cream, natural sunblock with 13.5% zinc oxide that offers broad-spectrum physical protection from UVA and UVB exposure.</p><ul><li>Ideal for daily wear</li><li>Reef safe</li><li>Protects from blue light damage</li></ul><p><br/></p><p>Tips for use: </p><ul><li>Apply at least 30 minutes before sun exposure. Reapply every 2 hours.</li><li>This product is not sweat proof, waterproof or water resistant.</li></ul><p><br/></p><p><br/></p>","Sunscreen, SPF",Sunscreen,,,,,visible,Physical good,,,,Y,N,N,Y,30.00,,N,,N,,N,,,,,,
27NK3X74EU4YBYXEFFXZPOCN,Tri-Peptide Eye Cream,,Regular,,"<p>Skin type: normal to dry skin</p><p><br/></p><p>The Tri-Peptide Eye Cream contains three peptides to restore and rejuvenate the delicate under eye area, specifically addressing concerns due to excessive blue light exposure such as cell phones and computers. The three peptides Synchrolife™, Eyeseryl®, and Syn®-Coll work harmoniously to reduce under-eye puffiness, the appearance of expression wrinkles, and to counteract the harmful degradation resulting from digital pollution such as cell phone and computer usage. Through consistent use, the under eyes appear more hydrated and the overall skin health is restored.</p><ul><li>Counteracts digital pollution</li><li>Firms and tightens</li><li>Lessens the appearance of wrinkles</li><li>Prevents water loss from the skin</li></ul><p><br/></p><p>Tips for use:</p><ul><li>Use morning and evening.</li><li>To apply, pat lightly on the eye area and allow it to penetrate the skin.</li></ul><p><br/></p>","Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP), Serums (ZP6APGRP6MVEI6P7WSBTNBQI)",Serums (CW5YBIPSCOGAYZJ2ZSAAFQKP),,,,,visible,Physical good,,,,Y,N,N,Y,36.00,,N,,N,,N,,,,,,
